,Entity,Code,Year,Imported Deforestation,Net Traded Deforestation,Population,per Capita Imported Deforestation,per Capita Net Traded Deforestation
409,Denmark,DNK,2009,4432.20328821127,4432.20328821127,5526389.0,0.0008020071131820923,0.0008020071131820923
410,Denmark,DNK,2010,4020.957596029464,4020.957596029464,5554849.0,0.0007238644283633028,0.0007238644283633028
411,Denmark,DNK,2011,4341.193227885779,4341.193227885779,5582980.0,0.0007775763531099484,0.0007775763531099484
412,Denmark,DNK,2012,4052.355998732073,4052.355998732073,5610909.0,0.0007222280736921724,0.0007222280736921724
413,Denmark,DNK,2013,2959.179475920687,2959.179475920687,5638152.0,0.0005248491839029326,0.0005248491839029326
414,Djibouti,DJI,2005,397.7590565474455,397.7590565474455,783248.0,0.0005078328403614762,0.0005078328403614762
415,Djibouti,DJI,2006,1366.587473773464,1366.587473773464,794554.0,0.0017199428531899203,0.0017199428531899203
416,Djibouti,DJI,2007,1456.1584044232563,1456.1584044232563,805456.0,0.001807868343426899,0.001807868343426899
417,Djibouti,DJI,2008,1135.0944489883334,1135.0944489883334,816361.0,0.001390431989019972,0.001390431989019972
418,Djibouti,DJI,2009,1464.7568636923972,1464.7568636923972,827820.0,0.001769414683980089,0.001769414683980089
419,Djibouti,DJI,2010,1454.1649202408128,1454.1649202408128,840194.0,0.0017307489939714074,0.0017307489939714074
420,Djibouti,DJI,2011,2598.799476557449,2598.799476557449,853671.0,0.0030442635120057366,0.0030442635120057366
421,Djibouti,DJI,2012,4310.76149152313,4310.76149152313,868136.0,0.00496553707198311,0.00496553707198311
422,Djibouti,DJI,2013,3679.354354821133,3679.354354821133,883296.0,0.0041654828673753,0.0041654828673753
423,Dominica,DMA,2005,6.623912702171776,6.623912702171776,70580.0,9.384971241388177e-05,9.384971241388177e-05
424,Dominica,DMA,2006,5.1428391298865765,5.1428391298865765,70718.0,7.272319819404645e-05,7.272319819404645e-05
425,Dominica,DMA,2007,1.7636065100445744,1.7636065100445744,70797.0,2.4910752009895538e-05,2.4910752009895538e-05
426,Dominica,DMA,2008,2.1941716913083136,2.1941716913083136,70829.0,3.0978436675772826e-05,3.0978436675772826e-05
427,Dominica,DMA,2009,2.701826305288045,2.701826305288045,70848.0,3.813553389351916e-05,3.813553389351916e-05
428,Dominica,DMA,2010,1.7783755346300023,1.7783755346300023,70877.0,2.5091010266094816e-05,2.5091010266094816e-05
429,Dominica,DMA,2011,2.2188355659985595,2.2188355659985595,70912.0,3.1289987110764884e-05,3.1289987110764884e-05
430,Dominica,DMA,2012,0.6779192406687001,0.6779192406687001,70954.0,9.554348460533588e-06,9.554348460533588e-06
431,Dominica,DMA,2013,0.8473112757999801,0.8473112757999801,71019.0,1.1930768890015068e-05,1.1930768890015068e-05
432,Dominican Republic,DOM,2005,1372.6471537050202,1231.5808307116697,9097262.0,0.00015088574493127933,0.00013537928562590257
433,Dominican Republic,DOM,2006,979.1834447569744,852.6959761740054,9218681.0,0.00010621730427129157,9.249652701660958e-05
434,Dominican Republic,DOM,2007,874.53026581021,742.5790618060437,9338856.0,9.36442606899828e-05,7.951499217956072e-05
435,Dominican Republic,DOM,2008,906.838043932994,694.0168696619676,9458079.0,9.587972821256769e-05,7.337820604606576e-05
436,Dominican Republic,DOM,2009,891.3523519412174,504.787172907425,9576736.0,9.307475448223877e-05,5.270973042458568e-05
437,Dominican Republic,DOM,2010,1653.9776468651544,1343.5560874112944,9695117.0,0.00017059903937880836,0.00013858069865596201
438,Dominican Republic,DOM,2011,1525.6515109388292,1279.1457881279075,9813219.0,0.00015546901693917452,0.00013034925523703358
439,Dominican Republic,DOM,2012,3462.847271339502,3256.848694378013,9930916.0,0.00034869364229236276,0.0003279504825514598
440,Dominican Republic,DOM,2013,2134.527925103936,1973.1271202705063,10048226.0,0.00021242833561903722,0.0001963657187119902
441,Ecuador,ECU,2005,2244.1017084642863,2244.0419371890566,13825839.0,0.00016231215396507123,0.0001623078308078849
442,Ecuador,ECU,2006,2774.657866000889,2774.657866000889,14059379.0,0.00019735280384723173,0.00019735280384723173
443,Ecuador,ECU,2007,2676.7356159144983,-1350.59358306817,14296554.0,0.0001872294271692674,-9.446986896759666e-05
444,Ecuador,ECU,2008,3437.2833839880914,-3808.787069461352,14535740.0,0.00023647116582905937,-0.00026202911371979356
445,Ecuador,ECU,2009,4129.090051978506,-2888.694932805687,14774412.0,0.00027947576201195056,-0.00019552012850363771
446,Ecuador,ECU,2010,3341.4779537550385,-2057.576960262129,15011114.0,0.00022260026496068435,-0.00013707023744287926
447,Ecuador,ECU,2011,3557.140027622947,-3836.022945533692,15243885.0,0.0002333486527629241,-0.0002516433931070519
448,Ecuador,ECU,2012,2687.158391763569,-1247.8393703510865,15474099.0,0.0001736552410426978,-8.06405187372193e-05
449,Ecuador,ECU,2013,1861.36247540524,1392.057077531419,15707473.0,0.00011850171414620544,8.862387205958712e-05
450,Egypt,EGY,2005,33345.75037693067,33335.08619078936,75523576.0,0.0004415276943047648,0.00044138649089907187
451,Egypt,EGY,2006,43026.19822253586,43019.4859379726,76873670.0,0.000559700066648774,0.0005596127508673983
452,Egypt,EGY,2007,32999.073146141374,32990.7649992355,78232124.0,0.00042180975613216603,0.00042170355747001703
453,Egypt,EGY,2008,24416.45691736247,24412.131508575723,79636081.0,0.00030660043300426187,0.0003065461183175968
454,Egypt,EGY,2009,12113.844879341805,12105.37014990676,81134789.0,0.0001493051874374358,0.0001492007349634786
455,Egypt,EGY,2010,37429.91299228116,37419.87856421033,82761244.0,0.00045226377931536604,0.000452142533819457
456,Egypt,EGY,2011,28909.84133957946,28900.207288248283,84529251.0,0.0003420099077842232,0.0003418959347959712
457,Egypt,EGY,2012,42119.3540930024,42109.50822103115,86422240.0,0.00048736707233002066,0.00048725314480429057
458,Egypt,EGY,2013,41038.2246317709,41018.8744264195,88404652.0,0.00046420888158431865,0.00046398999937717644
459,El Salvador,SLV,2005,4263.078226359984,4134.13990785292,6052124.0,0.0007043937345566588,0.0006830890953081794
460,El Salvador,SLV,2006,4280.101684915857,4171.215131105448,6079395.0,0.0007040341489434157,0.0006861233940392832
461,El Salvador,SLV,2007,4697.289841572983,4651.083902468155,6105810.0,0.000769314774218815,0.0007617472378714954
462,El Salvador,SLV,2008,5301.467764669807,5230.7139621023,6131767.0,0.000864590543748614,0.0008530516508703446
463,El Salvador,SLV,2009,5743.178692849789,5675.754509684828,6157678.0,0.0009326857774716035,0.000921736165756772
464,El Salvador,SLV,2010,4968.021941126104,4882.621330708227,6183877.0,0.0008033830461256109,0.0007895728409068012
465,El Salvador,SLV,2011,4389.748689785439,4223.497514890147,6210567.0,0.000706819311310133,0.0006800502296956376
466,El Salvador,SLV,2012,3602.102261718522,3436.425769498533,6237922.0,0.0005774522768509325,0.0005508927122683697
467,El Salvador,SLV,2013,3239.938935997133,2557.565190422029,6266076.0,0.0005170602680205495,0.00040816057615994904
468,Equatorial Guinea,GNQ,2005,282.2279090514494,282.2279090514494,749527.0,0.0003765413508138458,0.0003765413508138458
469,Equatorial Guinea,GNQ,2006,161.80836800291968,161.80836800291968,784494.0,0.00020625826074249093,0.00020625826074249093
470,Equatorial Guinea,GNQ,2007,284.6623736248669,284.6623736248669,821686.0,0.00034643692800518316,0.00034643692800518316
471,Equatorial Guinea,GNQ,2008,282.46515732126176,282.46515732126176,860839.0,0.0003281277420298822,0.0003281277420298822
472,Equatorial Guinea,GNQ,2009,194.47879173924247,194.47879173924247,901589.0,0.00021570670420695292,0.00021570670420695292
473,Equatorial Guinea,GNQ,2010,128.46672076045488,128.21684526535486,943640.0,0.0001361395455475127,0.00013587474594692347
474,Equatorial Guinea,GNQ,2011,194.2103533298927,194.2103533298927,986861.0,0.0001967960567191253,0.0001967960567191253
475,Equatorial Guinea,GNQ,2012,188.8195074382037,188.7676029895331,1031191.0,0.0001831081801899005,0.00018305784572356925
476,Equatorial Guinea,GNQ,2013,200.0326345717956,200.0326345717956,1076412.0,0.00018583278017320098,0.00018583278017320098
477,Eritrea,ERI,2005,81.81945382018384,81.81289685843423,2826653.0,2.8945701442725313e-05,2.8943381751645578e-05
478,Eritrea,ERI,2006,36.22651734925624,36.22651734925624,2918209.0,1.2413955734238445e-05,1.2413955734238445e-05
479,Eritrea,ERI,2007,33.77784388416208,33.77784388416208,2996540.0,1.1272281993286284e-05,1.1272281993286284e-05
480,Eritrea,ERI,2008,27.22043494132661,27.22043494132661,3062782.0,8.887486912658691e-06,8.887486912658691e-06
481,Eritrea,ERI,2009,66.72235210379625,66.72235210379625,3119920.0,2.1385917620899336e-05,2.1385917620899336e-05
482,Eritrea,ERI,2010,37.959392893613725,37.959392893613725,3170437.0,1.1972921364977043e-05,1.1972921364977043e-05
483,Eritrea,ERI,2011,111.79704682050608,111.79704682050608,3213969.0,3.47847309107543e-05,3.47847309107543e-05
484,Eritrea,ERI,2012,79.72067725853852,79.72067725853852,3250104.0,2.4528654239537724e-05,2.4528654239537724e-05
485,Eritrea,ERI,2013,90.4339144791915,90.4339144791915,3281453.0,2.7559107041664623e-05,2.7559107041664623e-05
486,Estonia,EST,2005,236.64545802442169,236.64545802442169,1355650.0,0.00017456235608337084,0.00017456235608337084
487,Estonia,EST,2006,267.00562862221864,267.00562862221864,1349373.0,0.0001978738485372233,0.0001978738485372233
488,Estonia,EST,2007,352.1651294957718,352.1651294957718,1344295.0,0.0002619701252297835,0.0002619701252297835
489,Estonia,EST,2008,214.2830200657613,214.2830200657613,1340067.0,0.0001599047063062976,0.0001599047063062976
490,Estonia,EST,2009,212.29284225262293,212.29284225262293,1336140.0,0.00015888517838895844,0.00015888517838895844
491,Estonia,EST,2010,186.8700633472539,186.8700633472539,1332103.0,0.0001402819927192221,0.0001402819927192221
492,Estonia,EST,2011,233.65890242819145,233.65890242819145,1327701.0,0.00017598759240837467,0.00017598759240837467
493,Estonia,EST,2012,292.23187960460706,292.23187960460706,1323163.0,0.00022085856361204708,0.00022085856361204708
494,Estonia,EST,2013,356.7086262012318,356.7086262012318,1319068.0,0.00027042474398683905,0.00027042474398683905
495,Ethiopia,ETH,2005,207.72003173726264,-3400.415149442564,76346310.0,2.7207605938946184e-06,-4.453935166535965e-05
496,Ethiopia,ETH,2006,294.15732202030813,-3608.547627614445,78489205.0,3.7477424063641378e-06,-4.597508189329278e-05
497,Ethiopia,ETH,2007,537.9305456734946,-2583.36638182736,80674343.0,6.66792595600679e-06,-3.2022155815106666e-05
498,Ethiopia,ETH,2008,1083.3079344846155,-1964.767892316952,82916236.0,1.3065088175066408e-05,-2.3695816249026932e-05
499,Ethiopia,ETH,2009,1509.380204537727,-2620.901003876781,85233923.0,1.7708679260694442e-05,-3.074950573232187e-05
500,Ethiopia,ETH,2010,1844.9689613384544,-1019.1647162514528,87639962.0,2.1051686002995463e-05,-1.1628995414802356e-05
501,Ethiopia,ETH,2011,2448.529965162801,298.36944276793656,90139928.0,2.7163655657266568e-05,3.3100696815282185e-06
502,Ethiopia,ETH,2012,4462.491289955775,2208.2785458170474,92726982.0,4.812505695435849e-05,2.381484329789842e-05
503,Ethiopia,ETH,2013,3475.7472078161227,1612.0239155924571,95385793.0,3.643883537054751e-05,1.6900042080611074e-05
504,Fiji,FJI,2005,131.30427944260862,-437.292070136393,821606.0,0.0001598141681567669,-0.0005322405996747748
505,Fiji,FJI,2006,142.28110102856,-341.509542197756,827869.0,0.00017186426962304422,-0.0004125164031963463
506,Fiji,FJI,2007,165.11583272385553,-183.28308623672547,836185.0,0.00019746327992472423,-0.00021918963654780397
507,Fiji,FJI,2008,170.18595730848438,-14.670361539381249,845356.0,0.00020131868385447595,-1.7354063305141562e-05
508,Fiji,FJI,2009,179.41035369789574,21.11349542062294,853636.0,0.00021017196287164054,2.4733604745609297e-05
509,Fiji,FJI,2010,181.9788580830322,-2.930333082528364,859816.0,0.00021164860630999214,-3.40809322288532e-06
510,Fiji,FJI,2011,178.54991114551046,103.86275931027636,863451.0,0.00020678638526738688,0.00012028795995404065
511,Fiji,FJI,2012,183.2383084003385,95.19147415150668,865065.0,0.00021182027755178916,0.00011003967811841501
512,Fiji,FJI,2013,120.66626347703108,-324.01217051363415,865602.0,0.00013940155345878484,-0.0003743200345119745
513,Finland,FIN,2005,2329.350317770145,2329.350317770145,5258933.0,0.0004429321152732208,0.0004429321152732208
514,Finland,FIN,2006,1986.3737045773416,1986.3737045773416,5277490.0,0.0003763860669707269,0.0003763860669707269
515,Finland,FIN,2007,2639.791640747863,2639.791640747863,5297741.0,0.0004982862772543737,0.0004982862772543737
516,Finland,FIN,2008,2103.82937696088,2103.82937696088,5319452.0,0.00039549738900940924,0.00039549738900940924
517,Finland,FIN,2009,1864.770879133472,1864.770879133472,5342266.0,0.00034905990812390694,0.00034905990812390694
518,Finland,FIN,2010,2008.8793961290469,2008.8793961290469,5365784.0,0.00037438692950164356,0.00037438692950164356
519,Finland,FIN,2011,1706.7450247267586,1706.7450247267586,5390036.0,0.0003166481679763843,0.0003166481679763843
520,Finland,FIN,2012,2448.482457802878,2448.482457802878,5414769.0,0.00045218594880093275,0.00045218594880093275
521,Finland,FIN,2013,1388.855756683662,1388.855756683662,5438984.0,0.00025535205778940735,0.00025535205778940735
522,France,FRA,2005,39049.00127015411,39049.00127015411,61120128.0,0.0006388893895993495,0.0006388893895993495
523,France,FRA,2006,36215.11105849618,36215.11105849618,61508924.0,0.0005887781593853955,0.0005887781593853955
524,France,FRA,2007,32482.639386598992,32482.639386598992,61869229.0,0.0005250209176939799,0.0005250209176939799
525,France,FRA,2008,29031.762760887,29031.762760887,62209207.0,0.0004666795183691539,0.0004666795183691539
526,France,FRA,2009,26503.01263233088,26503.01263233088,62542883.0,0.00042375745026545836,0.00042375745026545836
527,France,FRA,2010,24171.714236792875,24171.714236792875,62879535.0,0.00038441305643867877,0.00038441305643867877
528,France,FRA,2011,23363.77182433053,23363.77182433053,63222229.0,0.00036954995408862494,0.00036954995408862494
529,France,FRA,2012,25091.081856529177,25091.081856529177,63564224.0,0.00039473591082507634,0.00039473591082507634
530,France,FRA,2013,21888.559406761666,21888.559406761666,63893521.0,0.0003425787006911337,0.0003425787006911337
531,French Guiana,GUF,2005,0.0,0.0,202973.0,0.0,0.0
532,French Guiana,GUF,2006,0.0,0.0,209891.0,0.0,0.0
533,French Guiana,GUF,2007,0.0,0.0,216182.0,0.0,0.0
534,French Guiana,GUF,2008,0.0,0.0,221997.0,0.0,0.0
535,French Guiana,GUF,2009,0.0,0.0,227542.0,0.0,0.0
536,French Guiana,GUF,2010,0.0,0.0,232996.0,0.0,0.0
537,French Guiana,GUF,2011,0.0,0.0,238383.0,0.0,0.0
538,French Guiana,GUF,2012,0.0,0.0,243667.0,0.0,0.0
539,French Guiana,GUF,2013,0.0,0.0,249049.0,0.0,0.0
540,French Polynesia,PYF,2005,90.40063278700454,90.40063278700454,258779.0,0.00034933527367755706,0.00034933527367755706
541,French Polynesia,PYF,2006,169.59002882417627,169.59002882417627,261007.0,0.0006497527990597044,0.0006497527990597044
542,French Polynesia,PYF,2007,395.5386844630799,395.5386844630799,262717.0,0.001505569431986053,0.001505569431986053
543,French Polynesia,PYF,2008,228.6491392588379,228.6491392588379,264064.0,0.0008658853128742952,0.0008658853128742952
544,French Polynesia,PYF,2009,97.27309760748656,97.27309760748656,265256.0,0.0003667140332640414,0.0003667140332640414
545,French Polynesia,PYF,2010,104.20793753810878,104.20793753810878,266449.0,0.0003910990003269248,0.0003910990003269248
546,French Polynesia,PYF,2011,102.08319577620038,102.08319577620038,267702.0,0.00038133146474886396,0.00038133146474886396
547,French Polynesia,PYF,2012,93.49245206305127,93.49245206305127,268995.0,0.0003475620441385575,0.0003475620441385575
548,French Polynesia,PYF,2013,101.02333601311778,101.02333601311778,270332.0,0.00037370098994243296,0.00037370098994243296
549,Gabon,GAB,2005,569.0582127231996,554.384798391713,1390550.0,0.00040923247112523793,0.0003986802332830269
550,Gabon,GAB,2006,595.996516206324,488.9777199672303,1430144.0,0.00041673881525659237,0.00034190803161585846
551,Gabon,GAB,2007,619.4469619174351,475.9316865736414,1472565.0,0.00042065848496836145,0.0003231991026363124
552,Gabon,GAB,2008,507.46557565528656,257.78608608015566,1518538.0,0.0003341803600932519,0.00016975939099328147
553,Gabon,GAB,2009,709.4225592087123,437.5650647795092,1568925.0,0.00045217111028807134,0.00027889482593464264
554,Gabon,GAB,2010,465.5658677896509,150.9137334811212,1624146.0,0.00028665271951514883,9.291882224942905e-05
555,Gabon,GAB,2011,492.6066203862165,227.05226539877367,1684629.0,0.0002924125254796258,0.0001347787942619851
556,Gabon,GAB,2012,493.12302965654544,344.62967088660434,1749677.0,0.00028183660736041304,0.0001969675950970404
557,Gabon,GAB,2013,476.9570361787587,362.1876175146536,1817070.0,0.00026248688062581997,0.0001993250769175946
558,Gambia,GMB,2005,342.8153365280088,342.813203147096,1543745.0,0.00022206733400141138,0.0002220659520497854
559,Gambia,GMB,2006,431.9437364362503,431.7978747121144,1591444.0,0.00027141623358173476,0.0002713245798860119
560,Gambia,GMB,2007,326.116532353336,324.6390262564041,1639846.0,0.00019887021851645582,0.00019796921555829275
561,Gambia,GMB,2008,254.6505374309825,238.0820759832816,1689288.0,0.00015074430022055593,0.00014093634476967907
562,Gambia,GMB,2009,690.129265526887,667.6395810256397,1740277.0,0.00039656288368282005,0.00038363983493756436
563,Gambia,GMB,2010,572.5560880555968,564.9258496835471,1793199.0,0.00031929311139231996,0.00031503801289402186
564,Gambia,GMB,2011,773.2159680418773,750.3401400424976,1848142.0,0.0004183747612693599,0.0004059970175681834
565,Gambia,GMB,2012,698.7360257837274,685.5063109852409,1905020.0,0.00036678671393671847,0.00035984205466884386
566,Gambia,GMB,2013,128.90233627073013,128.52651757623036,1963708.0,6.564231355717353e-05,6.545093138910182e-05
567,Georgia,GEO,2005,519.7614798657706,326.44974008353984,4210158.0,0.00012345415061994601,7.753859595852218e-05
568,Georgia,GEO,2006,596.6114763726274,334.1153801040067,4189721.0,0.0001423988557645312,7.974645092215131e-05
569,Georgia,GEO,2007,606.9977172461606,418.35120682259344,4166859.0,0.00014567272788595933,0.00010039965518933888
570,Georgia,GEO,2008,603.5908428496654,354.0098335099251,4142648.0,0.00014570169680109567,8.545496347020676e-05
571,Georgia,GEO,2009,487.1544659966498,347.4441891142851,4119490.0,0.00011825601372904165,8.434155420071055e-05
572,Georgia,GEO,2010,492.31749069983584,419.191445361608,4099095.0,0.00012010394750544591,0.00010226438893502296
573,Georgia,GEO,2011,703.0249488715591,639.4163725271583,4081012.0,0.00017226730744030136,0.00015668083615709983
574,Georgia,GEO,2012,1157.3287531756164,1102.8686138470764,4064097.0,0.00028476897898244467,0.00027136867398762295
575,Georgia,GEO,2013,902.3800168259085,850.0630058254227,4048701.0,0.00022288136783277116,0.00020995944275100154
576,Germany,DEU,2005,46834.52913764328,46834.52913764328,81602739.0,0.0005739332982149445,0.0005739332982149445
577,Germany,DEU,2006,48728.38627927452,48728.38627927452,81472235.0,0.0005980980671424385,0.0005980980671424385
578,Germany,DEU,2007,51240.46001920746,51240.46001920746,81277836.0,0.0006304358302453753,0.0006304358302453753
579,Germany,DEU,2008,45485.67892834225,45485.67892834225,81065751.0,0.0005610961271220722,0.0005610961271220722
580,Germany,DEU,2009,48914.77767460314,48914.77767460314,80899961.0,0.0006046328956154026,0.0006046328956154026
581,Germany,DEU,2010,46622.59161515343,46622.59161515343,80827001.0,0.0005768195162301448,0.0005768195162301448
582,Germany,DEU,2011,42165.76320807876,42165.76320807876,80855629.0,0.0005214944677269008,0.0005214944677269008
583,Germany,DEU,2012,45163.42441463516,45163.42441463516,80972629.0,0.0005577616161460579,0.0005577616161460579
584,Germany,DEU,2013,36883.039541359256,36883.039541359256,81174373.0,0.0004543680250090661,0.0004543680250090661
585,Ghana,GHA,2005,1256.9366398512975,-12355.064437275409,21814648.0,5.761892833894444e-05,-0.0005663655190436907
586,Ghana,GHA,2006,1641.7318023345797,-15888.033546923554,22379057.0,7.336018681817467e-05,-0.0007099509843923966
587,Ghana,GHA,2007,1479.9421954053323,-7814.839794474141,22963946.0,6.444633667947714e-05,-0.0003403090999462436
588,Ghana,GHA,2008,1441.0375123911365,-7368.670711952684,23563832.0,6.11546336093016e-05,-0.00031271105276733783
589,Ghana,GHA,2009,1353.6735957233325,-5040.704122092633,24170943.0,5.600416978863144e-05,-0.00020854395801159404
590,Ghana,GHA,2010,1483.505898231073,-1857.7469412691355,24779614.0,5.986799867952233e-05,-7.497077804638666e-05
591,Ghana,GHA,2011,1773.829520347539,-5578.378243716725,25387713.0,6.98696066222089e-05,-0.00021972748170411113
592,Ghana,GHA,2012,1666.7771381865605,-5236.356688736691,25996454.0,6.411555738280922e-05,-0.00020142580556320068
593,Ghana,GHA,2013,1721.6030789302931,-7743.453375570643,26607641.0,6.470333386301676e-05,-0.00029102367156752615
594,Greece,GRC,2005,5784.442423236345,5733.063197276421,11224800.0,0.0005153269923059961,0.0005107496968566408
595,Greece,GRC,2006,6346.661807395725,6298.602518420494,11185231.0,0.000567414459960257,0.0005631177861610988
596,Greece,GRC,2007,6509.398309002201,6454.620614018551,11120371.0,0.0005853580162929996,0.0005804321289297409
597,Greece,GRC,2008,5387.7575903489005,5332.573657720681,11040312.0,0.0004880077293421509,0.000483009325979255
598,Greece,GRC,2009,6728.903705421539,6654.493679699863,10959268.0,0.000613992075512848,0.0006072023861173815
599,Greece,GRC,2010,5237.849038267371,5143.226096134057,10887640.0,0.00048108212966881445,0.00047239127084786574
600,Greece,GRC,2011,4902.038650421031,4486.994457486429,10829074.0,0.0004526738528539957,0.0004143470122640615
601,Greece,GRC,2012,6206.695524046101,5550.255642147504,10781119.0,0.0005757004930607019,0.0005148125757769211
602,Greece,GRC,2013,4655.669463512233,3441.1497721122946,10740501.0,0.0004334685564027444,0.000320390061144475
603,Grenada,GRD,2005,81.3853222116429,81.3853222116429,104658.0,0.0007776311625641891,0.0007776311625641891
604,Grenada,GRD,2006,66.20026893701275,66.20026893701275,104938.0,0.0006308512544265447,0.0006308512544265447
605,Grenada,GRD,2007,52.47789716801019,35.08383054860896,105183.0,0.000498919950638508,0.0003335503888328813
606,Grenada,GRD,2008,48.44228227887753,31.18829235136924,105457.0,0.00045935577798417865,0.0002957441644591562
607,Grenada,GRD,2009,35.79009993050438,18.759210499612912,105787.0,0.00033832228847121464,0.00017733001691713453
608,Grenada,GRD,2010,37.33733122313679,10.450023651341986,106227.0,0.0003514862626557918,9.837445895433351e-05
609,Grenada,GRD,2011,52.50633814967662,24.9152288807073,106786.0,0.000491696834319823,0.00023331924485145338
610,Grenada,GRD,2012,28.74710891887373,-6.363507763361248,107452.0,0.0002675344239183424,-5.9221864305562004e-05
611,Grenada,GRD,2013,25.60956414776249,13.571711202179603,108172.0,0.00023674854997376854,0.0001254641792902008
612,Guadeloupe,GLP,2005,0.0,0.0,402903.0,0.0,0.0
613,Guadeloupe,GLP,2006,0.0,0.0,401809.0,0.0,0.0
614,Guadeloupe,GLP,2007,0.0,0.0,402405.0,0.0,0.0
615,Guadeloupe,GLP,2008,0.0,0.0,403967.0,0.0,0.0
616,Guadeloupe,GLP,2009,0.0,0.0,405444.0,0.0,0.0
617,Guadeloupe,GLP,2010,0.0,0.0,406073.0,0.0,0.0
618,Guadeloupe,GLP,2011,0.0,0.0,405643.0,0.0,0.0
619,Guatemala,GTM,2005,1099.6134110882867,-8470.868544055376,13096028.0,8.396541387115901e-05,-0.0006468273085591583
620,Guatemala,GTM,2006,1299.851319711962,-5886.777149687543,13397022.0,9.702539263665926e-05,-0.0004394093814048781
621,Guatemala,GTM,2007,1543.848025862295,-923.8074185926998,13700326.0,0.00011268695546823446,-6.742959390840041e-05
622,Guatemala,GTM,2008,1273.1274427349226,758.0024310370691,14006420.0,9.08959921760823e-05,5.411821372178394e-05
623,Guatemala,GTM,2009,1383.4096729704745,987.8890630753784,14316251.0,9.663211918891856e-05,6.900473197035861e-05
624,Guatemala,GTM,2010,775.568032662226,225.86124987328824,14630420.0,5.301064717637812e-05,1.5437783048831697e-05
625,Guatemala,GTM,2011,1016.6282762527426,540.1211987646866,14948792.0,6.800738656693749e-05,3.6131427794612875e-05
626,Guatemala,GTM,2012,1363.929662423352,679.3233572612335,15270774.0,8.931634129503535e-05,4.448519487363466e-05
627,Guatemala,GTM,2013,1428.6000395072117,611.3601841812779,15595821.0,9.160146423245122e-05,3.920025654188246e-05
628,Guinea,GIN,2005,230.58896208652004,-598.507135565902,9109585.0,2.5312784510657735e-05,-6.570081244819627e-05
629,Guinea,GIN,2006,183.0851379285814,-804.1105688733805,9307421.0,1.967087745666403e-05,-8.639456288410941e-05
630,Guinea,GIN,2007,377.106033971646,-507.1135666749324,9518159.0,3.9619640097590934e-05,-5.3278534922029815e-05
631,Guinea,GIN,2008,474.05791040116674,-228.28797117550857,9738796.0,4.867726055676356e-05,-2.3441087704836264e-05
632,Guinea,GIN,2009,376.0998387935251,-291.8205974416778,9964470.0,3.774408862624155e-05,-2.928611330473952e-05
633,Guinea,GIN,2010,487.2092499995124,-272.07478685469687,10192168.0,4.7802317426431e-05,-2.6694495896721567e-05
634,Guinea,GIN,2011,503.136280991228,-4.703741745503066,10420459.0,4.8283504689306675e-05,-4.5139487094599827e-07
635,Guinea,GIN,2012,848.9500976206982,587.8886548156115,10652032.0,7.969841788127357e-05,5.519028245649389e-05
636,Guinea,GIN,2013,854.253311850618,525.2411869629432,10892821.0,7.842351507021167e-05,4.821902305774998e-05
637,Guinea-Bissau,GNB,2005,10.921058841249987,-242.74693663308472,1344931.0,8.120162923785672e-06,-0.000180490253130521
638,Guinea-Bissau,GNB,2006,57.61812782647712,-120.6172701296016,1377582.0,4.182555218235802e-05,-8.75572344365719e-05
639,Guinea-Bissau,GNB,2007,105.61102934548468,-132.17607403525926,1411545.0,7.481945623092759e-05,-9.363929172308304e-05
640,Guinea-Bissau,GNB,2008,97.25292860932382,-204.71727169798143,1446936.0,6.72130132979785e-05,-0.00014148329414568538
641,Guinea-Bissau,GNB,2009,146.87590163858113,-619.5351658297091,1483920.0,9.897831529906001e-05,-0.00041749903352587
642,Guinea-Bissau,GNB,2010,105.0388492880088,-244.83862892967863,1522603.0,6.898636695711805e-05,-0.000160802670774771
643,Guinea-Bissau,GNB,2011,403.0878459891228,-502.7967723211132,1562996.0,0.0002578943554488449,-0.0003216878177046603
644,Guinea-Bissau,GNB,2012,52.50733591492599,-596.7478442264623,1604981.0,3.271523832053213e-05,-0.0003718099119095256
645,Guinea-Bissau,GNB,2013,78.35227489062527,-565.4517854334063,1648259.0,4.753638529540883e-05,-0.00034306003209047016
646,Guyana,GUY,2005,103.24981483985198,98.60584882148191,746156.0,0.00013837564107217792,0.00013215178705455952
647,Guyana,GUY,2006,135.3189590356044,133.14338917162172,746335.0,0.00018131128653433697,0.00017839628206049791
648,Guyana,GUY,2007,75.9505883918431,59.334475037173206,746477.0,0.00010174538316899664,7.948600564675564e-05
649,Guyana,GUY,2008,76.35318684171244,73.62399423323637,746815.0,0.0001022384216194271,9.858397894155363e-05
650,Guyana,GUY,2009,64.2227449103205,61.96167965872175,747718.0,8.58916662569585e-05,8.286771170243561e-05
651,Guyana,GUY,2010,113.45280792088994,111.15998483697354,749430.0,0.0001513854635134568,0.0001483260409070541
652,Guyana,GUY,2011,108.26064659285696,57.13838448971728,752029.0,0.00014395807421370313,7.597896422839716e-05
653,Guyana,GUY,2012,132.49725955102753,52.56569159809851,755388.0,0.000175402918170566,6.958767096922179e-05
654,Guyana,GUY,2013,112.27168336733826,-7.919503048935439,759281.0,0.00014786578798539442,-1.0430266329508364e-05
655,Haiti,HTI,2005,527.1605065187432,521.4909171392355,9195289.0,5.73294114539242e-05,5.6712836011922574e-05
