,Entity,Code,Year,Net_traded_Deforestation
604,Grenada,GRD,2006,66.20026893701275
605,Grenada,GRD,2007,35.08383054860896
606,Grenada,GRD,2008,31.18829235136924
607,Grenada,GRD,2009,18.759210499612912
608,Grenada,GRD,2010,10.450023651341986
609,Grenada,GRD,2011,24.9152288807073
610,Grenada,GRD,2012,-6.363507763361248
611,Grenada,GRD,2013,13.571711202179603
612,Guadeloupe,GLP,2005,0.0
613,Guadeloupe,GLP,2006,0.0
614,Guadeloupe,GLP,2007,0.0
615,Guadeloupe,GLP,2008,0.0
616,Guadeloupe,GLP,2009,0.0
617,Guadeloupe,GLP,2010,0.0
618,Guadeloupe,GLP,2011,0.0
619,Guatemala,GTM,2005,-8470.868544055376
620,Guatemala,GTM,2006,-5886.777149687543
621,Guatemala,GTM,2007,-923.8074185926998
622,Guatemala,GTM,2008,758.0024310370691
623,Guatemala,GTM,2009,987.8890630753784
624,Guatemala,GTM,2010,225.86124987328824
625,Guatemala,GTM,2011,540.1211987646866
626,Guatemala,GTM,2012,679.3233572612335
627,Guatemala,GTM,2013,611.3601841812779
628,Guinea,GIN,2005,-598.507135565902
629,Guinea,GIN,2006,-804.1105688733805
630,Guinea,GIN,2007,-507.1135666749324
631,Guinea,GIN,2008,-228.28797117550857
632,Guinea,GIN,2009,-291.8205974416778
633,Guinea,GIN,2010,-272.07478685469687
634,Guinea,GIN,2011,-4.703741745503066
635,Guinea,GIN,2012,587.8886548156115
636,Guinea,GIN,2013,525.2411869629432
637,Guinea-Bissau,GNB,2005,-242.74693663308472
638,Guinea-Bissau,GNB,2006,-120.6172701296016
639,Guinea-Bissau,GNB,2007,-132.17607403525926
640,Guinea-Bissau,GNB,2008,-204.71727169798143
641,Guinea-Bissau,GNB,2009,-619.5351658297091
642,Guinea-Bissau,GNB,2010,-244.83862892967863
643,Guinea-Bissau,GNB,2011,-502.7967723211132
644,Guinea-Bissau,GNB,2012,-596.7478442264623
645,Guinea-Bissau,GNB,2013,-565.4517854334063
646,Guyana,GUY,2005,98.60584882148191
647,Guyana,GUY,2006,133.14338917162172
648,Guyana,GUY,2007,59.334475037173206
649,Guyana,GUY,2008,73.62399423323637
650,Guyana,GUY,2009,61.96167965872175
651,Guyana,GUY,2010,111.15998483697354
652,Guyana,GUY,2011,57.13838448971728
653,Guyana,GUY,2012,52.56569159809851
654,Guyana,GUY,2013,-7.919503048935439
655,Haiti,HTI,2005,521.4909171392355
656,Haiti,HTI,2006,655.5625696957709
657,Haiti,HTI,2007,512.5289300342895
658,Haiti,HTI,2008,609.3350582782248
659,Haiti,HTI,2009,773.2834857465612
660,Haiti,HTI,2010,904.2540967647468
661,Haiti,HTI,2011,917.3218833807524
662,Haiti,HTI,2012,894.4618410523099
663,Haiti,HTI,2013,1134.1210874796611
664,Honduras,HND,2005,-2117.2603248301166
665,Honduras,HND,2006,-1177.9654943152343
666,Honduras,HND,2007,-977.6851658303348
667,Honduras,HND,2008,-1542.0327909459047
668,Honduras,HND,2009,-1850.569613104035
669,Honduras,HND,2010,-4083.788890271008
670,Honduras,HND,2011,-5138.537891432694
671,Honduras,HND,2012,-5033.364301173684
672,Honduras,HND,2013,-3685.078487762212
673,Hong Kong,HKG,2005,7326.754719953096
674,Hong Kong,HKG,2006,7356.38172764962
675,Hong Kong,HKG,2007,7420.865801114067
676,Hong Kong,HKG,2008,8843.909487746852
677,Hong Kong,HKG,2009,9151.855427945591
678,Hong Kong,HKG,2010,8996.861122078231
679,Hong Kong,HKG,2011,8496.685723985258
680,Hong Kong,HKG,2012,14287.60812458636
681,Hong Kong,HKG,2013,23265.815466090942
682,Hungary,HUN,2005,3366.018841978196
683,Hungary,HUN,2006,3095.4513624536494
684,Hungary,HUN,2007,2521.6236244107463
685,Hungary,HUN,2008,2036.3199642587165
686,Hungary,HUN,2009,2072.00062035246
687,Hungary,HUN,2010,1830.3273204089503
688,Hungary,HUN,2011,2003.314803202266
689,Hungary,HUN,2012,2053.323727272357
690,Hungary,HUN,2013,1472.0886716190312
691,Iceland,ISL,2005,120.08857458187954
692,Iceland,ISL,2006,104.4109299419641
693,Iceland,ISL,2007,103.82484861020872
694,Iceland,ISL,2008,85.59085898067829
695,Iceland,ISL,2009,103.82516621973124
696,Iceland,ISL,2010,72.39375740701864
697,Iceland,ISL,2011,85.12604342380065
698,Iceland,ISL,2012,117.482156669647
699,Iceland,ISL,2013,73.02351130403136
700,India,IND,2005,48351.26496676922
701,India,IND,2006,63949.4101942758
702,India,IND,2007,83050.46756841207
703,India,IND,2008,109762.47205756992
704,India,IND,2009,137631.49483142816
705,India,IND,2010,80315.93492808678
706,India,IND,2011,98901.5709087788
707,India,IND,2012,110834.76576452538
708,India,IND,2013,106160.0290061181
709,Indonesia,IDN,2005,-188323.1010800918
710,Indonesia,IDN,2006,-262266.7231550745
711,Indonesia,IDN,2007,-288411.73720408493
712,Indonesia,IDN,2008,-352100.0247710393
713,Indonesia,IDN,2009,-412769.0524949055
714,Indonesia,IDN,2010,-360786.3102392494
715,Indonesia,IDN,2011,-362266.7602448419
716,Indonesia,IDN,2012,-404735.8402042391
717,Indonesia,IDN,2013,-391353.5040265836
718,Iran,IRN,2005,18079.28875456403
719,Iran,IRN,2006,26809.498041860206
720,Iran,IRN,2007,25224.38159400433
721,Iran,IRN,2008,25392.380908239596
722,Iran,IRN,2009,28707.4699528156
723,Iran,IRN,2010,33882.215330586456
724,Iran,IRN,2011,40407.728405552974
725,Iran,IRN,2012,31546.333919636312
726,Iran,IRN,2013,25532.537332064367
727,Iraq,IRQ,2005,1648.3852560386313
728,Iraq,IRQ,2006,2019.4284557051808
729,Iraq,IRQ,2007,1290.9256096733327
730,Iraq,IRQ,2008,1849.9831010623725
731,Iraq,IRQ,2009,2519.286554765672
732,Iraq,IRQ,2010,2998.1723759063966
733,Iraq,IRQ,2011,3433.514622475364
734,Iraq,IRQ,2012,3944.067088193025
735,Iraq,IRQ,2013,3052.9197428999632
736,Ireland,IRL,2005,3986.104372730184
737,Ireland,IRL,2006,2869.811297110572
738,Ireland,IRL,2007,2604.295296618417
739,Ireland,IRL,2008,2351.811222273157
740,Ireland,IRL,2009,3112.9520876426736
741,Ireland,IRL,2010,2582.092755624208
742,Ireland,IRL,2011,2317.719287560612
743,Ireland,IRL,2012,2855.634416390359
744,Ireland,IRL,2013,2188.5106964790853
745,Israel,ISR,2005,9873.832995024984
746,Israel,ISR,2006,10735.203691854778
747,Israel,ISR,2007,9984.68905913608
748,Israel,ISR,2008,9986.189632061376
749,Israel,ISR,2009,10415.400675152468
750,Israel,ISR,2010,9273.135059220733
751,Israel,ISR,2011,10017.422988801767
752,Israel,ISR,2012,9724.140685865412
753,Israel,ISR,2013,5732.509170530035
754,Italy,ITA,2005,44262.00030502836
755,Italy,ITA,2006,45002.4778833673
756,Italy,ITA,2007,40046.04620027355
757,Italy,ITA,2008,34159.37498599586
758,Italy,ITA,2009,45662.02868974374
759,Italy,ITA,2010,41867.58590428966
760,Italy,ITA,2011,37466.28916972087
761,Italy,ITA,2012,37455.12747370948
762,Italy,ITA,2013,34394.91640308422
763,Jamaica,JAM,2005,1120.364249385714
764,Jamaica,JAM,2006,808.6429747695045
765,Jamaica,JAM,2007,745.9420246625991
766,Jamaica,JAM,2008,821.1398920241058
767,Jamaica,JAM,2009,612.70710966041
768,Jamaica,JAM,2010,1034.5580558647098
769,Jamaica,JAM,2011,1051.5054169799826
770,Jamaica,JAM,2012,1137.0231233933998
771,Jamaica,JAM,2013,906.9315296717136
772,Japan,JPN,2005,64663.39352305357
773,Japan,JPN,2006,64487.507778096246
774,Japan,JPN,2007,56428.76533510957
775,Japan,JPN,2008,49844.20853967883
776,Japan,JPN,2009,51337.33730923212
777,Japan,JPN,2010,62737.56974112217
778,Japan,JPN,2011,65830.56996940728
779,Japan,JPN,2012,62862.58898514148
780,Japan,JPN,2013,77194.67322117306
781,Jordan,JOR,2005,3795.597346905276
782,Jordan,JOR,2006,4040.684239286943
783,Jordan,JOR,2007,2776.855534962668
784,Jordan,JOR,2008,3861.695528509529
785,Jordan,JOR,2009,3737.5936375456654
786,Jordan,JOR,2010,3337.208559421283
787,Jordan,JOR,2011,3201.944676784652
788,Jordan,JOR,2012,4411.7006603144255
789,Jordan,JOR,2013,4781.040592459037
790,Kazakhstan,KAZ,2005,1035.6471883989514
791,Kazakhstan,KAZ,2006,1507.6683007163715
792,Kazakhstan,KAZ,2007,1828.354754866818
793,Kazakhstan,KAZ,2008,1747.3159507584662
794,Kazakhstan,KAZ,2009,864.3524864668508
795,Kazakhstan,KAZ,2010,376.07255736932086
796,Kazakhstan,KAZ,2011,1018.503031685884
797,Kazakhstan,KAZ,2012,1298.0190770769252
798,Kazakhstan,KAZ,2013,1315.3760809252265
799,Kenya,KEN,2005,2072.7249321162235
800,Kenya,KEN,2006,3659.360225890981
801,Kenya,KEN,2007,6622.415416529359
802,Kenya,KEN,2008,5633.321928546688
803,Kenya,KEN,2009,7269.817384147282
804,Kenya,KEN,2010,7359.970331640168
805,Kenya,KEN,2011,6671.149625656577
806,Kenya,KEN,2012,8606.063300485748
807,Kenya,KEN,2013,7440.40311023363
808,Kiribati,KIR,2005,25.68720050362544
809,Kiribati,KIR,2006,14.300212897732909
810,Kiribati,KIR,2007,283.54882129744834
811,Kiribati,KIR,2008,242.54594673845185
812,Kiribati,KIR,2009,15.493023727170115
813,Kiribati,KIR,2010,11.76166522256976
814,Kiribati,KIR,2011,38.19665022466304
815,Kiribati,KIR,2012,84.99450240063754
816,Kiribati,KIR,2013,86.50937946491732
817,Kuwait,KWT,2005,2423.525479832358
818,Kuwait,KWT,2006,2458.4083281649923
819,Kuwait,KWT,2007,2165.2064023231524
820,Kuwait,KWT,2008,2226.5769273361093
821,Kuwait,KWT,2009,2136.0937626441137
822,Kuwait,KWT,2010,1933.6250472832933
823,Kuwait,KWT,2011,2488.790845517229
824,Kuwait,KWT,2012,2544.315307503133
825,Kuwait,KWT,2013,2620.600627473326
826,Kyrgyzstan,KGZ,2005,64.98106716055105
827,Kyrgyzstan,KGZ,2006,109.17904858770356
828,Kyrgyzstan,KGZ,2007,112.52766786436528
829,Kyrgyzstan,KGZ,2008,121.77614952689478
830,Kyrgyzstan,KGZ,2009,88.05771791823477
831,Kyrgyzstan,KGZ,2010,121.56298727879884
832,Kyrgyzstan,KGZ,2011,132.07105498221364
833,Kyrgyzstan,KGZ,2012,127.2184418001923
834,Kyrgyzstan,KGZ,2013,150.49723139701496
835,Laos,LAO,2005,-4228.2323576579
836,Laos,LAO,2006,-6355.070813908038
837,Laos,LAO,2007,-3065.303392409136
838,Laos,LAO,2008,-4643.287817629243
839,Laos,LAO,2009,-6547.98658750271
840,Laos,LAO,2010,-7338.352403731282
841,Laos,LAO,2011,-4724.073088382087
842,Laos,LAO,2012,-3220.38577965655
843,Laos,LAO,2013,-4703.646248748599
844,Latvia,LVA,2005,595.6968524880066
845,Latvia,LVA,2006,576.6807428550169
846,Latvia,LVA,2007,474.2233896819088
847,Latvia,LVA,2008,414.6201133098353
848,Latvia,LVA,2009,332.1477424666172
849,Latvia,LVA,2010,362.17742541797327
850,Latvia,LVA,2011,394.48539305986463
851,Latvia,LVA,2012,663.3958601963304
852,Latvia,LVA,2013,637.8983806665387
853,Lebanon,LBN,2005,5330.260840153632
854,Lebanon,LBN,2006,4667.962641620875
855,Lebanon,LBN,2007,4055.256836731056
856,Lebanon,LBN,2008,3529.889690581354
857,Lebanon,LBN,2009,5117.716780111437
858,Lebanon,LBN,2010,4228.653776384049
859,Lebanon,LBN,2011,5452.7923845414925
860,Lebanon,LBN,2012,4028.495312216221
861,Lebanon,LBN,2013,3375.7061600651896
862,Lesotho,LSO,2005,50.71085110784618
863,Lesotho,LSO,2006,117.09666065748225
864,Lesotho,LSO,2007,27.85566855049377
865,Lesotho,LSO,2008,13.918545572991896
866,Lesotho,LSO,2009,53.32886558733619
867,Lesotho,LSO,2010,7.690581798291454
868,Lesotho,LSO,2011,60.64793353141575
869,Lesotho,LSO,2012,863.5282484791442
870,Lesotho,LSO,2013,778.9018756024624
871,Liberia,LBR,2005,-570.1663634081774
872,Liberia,LBR,2006,-300.25397052271
873,Liberia,LBR,2007,52.68785768539146
874,Liberia,LBR,2008,40.46082122428015
875,Liberia,LBR,2009,-340.11926483878415
876,Liberia,LBR,2010,-3480.2570442447723
877,Liberia,LBR,2011,-6575.570140985688
878,Liberia,LBR,2012,-5119.417652493201
879,Liberia,LBR,2013,-4590.8725179298735
880,Libya,LBY,2005,3414.5571299047333
881,Libya,LBY,2006,3977.513920162112
882,Libya,LBY,2007,3358.8673401465344
883,Libya,LBY,2008,4438.6374638094985
884,Libya,LBY,2009,3882.0010657885578
885,Libya,LBY,2010,4117.297919169922
886,Libya,LBY,2011,1897.7102743253884
887,Libya,LBY,2012,4650.489313041812
888,Libya,LBY,2013,3412.8525356846144
889,Lithuania,LTU,2005,942.9440526544424
890,Lithuania,LTU,2006,1010.2970385915688
891,Lithuania,LTU,2007,800.4167414613618
892,Lithuania,LTU,2008,775.8796465453514
893,Lithuania,LTU,2009,1208.2969542603007
894,Lithuania,LTU,2010,747.6977884867855
895,Lithuania,LTU,2011,1079.4463957684882
896,Lithuania,LTU,2012,753.3194082959799
897,Lithuania,LTU,2013,538.7452288102243
898,Luxembourg,LUX,2005,643.8807466644307
899,Luxembourg,LUX,2006,768.2171885585115
900,Luxembourg,LUX,2007,657.2831480373206
901,Luxembourg,LUX,2008,346.86324700837207
902,Luxembourg,LUX,2009,295.7366438325229
903,Luxembourg,LUX,2010,323.03341102795827
904,Luxembourg,LUX,2011,419.07662666675816
905,Luxembourg,LUX,2012,662.6711529147527
906,Luxembourg,LUX,2013,490.4566006889789
907,Macao,MAC,2005,428.98616484942977
908,Macao,MAC,2006,377.2670472633183
909,Macao,MAC,2007,334.7090002211429
910,Macao,MAC,2008,393.1506785034886
911,Macao,MAC,2009,442.2806327725104
912,Macao,MAC,2010,365.1283409091078
913,Macao,MAC,2011,443.7465136367964
914,Macao,MAC,2012,624.1416911919019
915,Macao,MAC,2013,398.3820030622728
916,Madagascar,MDG,2005,-570.127482378688
917,Madagascar,MDG,2006,-3685.202271369912
918,Madagascar,MDG,2007,-2508.511932602778
919,Madagascar,MDG,2008,-2185.446001485965
920,Madagascar,MDG,2009,-2816.9419902990485
921,Madagascar,MDG,2010,-4521.70643338294
922,Madagascar,MDG,2011,-2431.795706563338
923,Madagascar,MDG,2012,-1327.2375934117265
924,Madagascar,MDG,2013,3729.245011000374
925,Malawi,MWI,2005,-263.9840342332109
926,Malawi,MWI,2006,-259.6337221831409
927,Malawi,MWI,2007,-809.8193796673568
928,Malawi,MWI,2008,575.7972919507883
929,Malawi,MWI,2009,69.73620077980377
930,Malawi,MWI,2010,-154.16774649410218
931,Malawi,MWI,2011,-344.25742633066056
932,Malawi,MWI,2012,-227.43862903118497
933,Malawi,MWI,2013,-258.333904981293
934,Malaysia,MYS,2005,-35239.140650415946
935,Malaysia,MYS,2006,-35069.935041616554
936,Malaysia,MYS,2007,-34861.31637215537
937,Malaysia,MYS,2008,-39941.06825272458
938,Malaysia,MYS,2009,-56343.70767710135
939,Malaysia,MYS,2010,-74456.18290332668
940,Malaysia,MYS,2011,-79065.06382426366
941,Malaysia,MYS,2012,-73823.51496296015
942,Malaysia,MYS,2013,-79851.42984067203
943,Maldives,MDV,2005,123.48606605200744
944,Maldives,MDV,2006,241.53698858938893
945,Maldives,MDV,2007,172.95339857950367
946,Maldives,MDV,2008,196.84469252461892
947,Maldives,MDV,2009,103.57983531416836
948,Maldives,MDV,2010,136.2243544523108
949,Maldives,MDV,2011,210.97525335379237
950,Maldives,MDV,2012,198.20768024183215
951,Maldives,MDV,2013,263.1966819588783
952,Mali,MLI,2005,334.9085567619072
953,Mali,MLI,2006,402.6914094783809
954,Mali,MLI,2007,740.6763322942456
955,Mali,MLI,2008,676.0025063281596
956,Mali,MLI,2009,283.46152937742
957,Mali,MLI,2010,517.9773149352013
958,Mali,MLI,2011,315.1723642467608
959,Mali,MLI,2012,431.3143310070212
960,Mali,MLI,2013,107.066708788916
961,Malta,MLT,2005,565.3757617351826
962,Malta,MLT,2006,453.4280545638548
963,Malta,MLT,2007,401.3295857426554
964,Malta,MLT,2008,331.95723786426146
965,Malta,MLT,2009,294.2471406328276
966,Malta,MLT,2010,232.12844629327088
967,Malta,MLT,2011,277.258832699684
968,Malta,MLT,2012,357.04882650952067
969,Malta,MLT,2013,289.7679482055248
970,Martinique,MTQ,2005,0.0
971,Martinique,MTQ,2006,0.0
972,Martinique,MTQ,2007,0.0
973,Martinique,MTQ,2008,0.0
974,Martinique,MTQ,2009,0.0
975,Martinique,MTQ,2010,0.0
976,Martinique,MTQ,2011,0.0
977,Martinique,MTQ,2012,0.0
978,Mauritania,MRT,2005,412.00630160378296
979,Mauritania,MRT,2006,354.6292284102193
980,Mauritania,MRT,2007,383.45594302004906
981,Mauritania,MRT,2008,516.0315471179455
982,Mauritania,MRT,2009,794.7651219886284
983,Mauritania,MRT,2010,599.3584364189095
984,Mauritania,MRT,2011,1033.8380854502343
985,Mauritania,MRT,2012,1779.0786048642583
986,Mauritania,MRT,2013,916.9827376817708
987,Mauritius,MUS,2005,968.7491471514304
988,Mauritius,MUS,2006,1404.235772780424
989,Mauritius,MUS,2007,985.4507398938196
990,Mauritius,MUS,2008,1041.3645432344497
991,Mauritius,MUS,2009,1140.3687043622645
992,Mauritius,MUS,2010,1160.9302952562412
993,Mauritius,MUS,2011,1510.158687688712
994,Mauritius,MUS,2012,1069.1766893912677
995,Mauritius,MUS,2013,880.2445988169145
996,Mexico,MEX,2005,388.2107681212729
997,Mexico,MEX,2006,857.0053331147501
998,Mexico,MEX,2007,-579.9744063465405
999,Mexico,MEX,2008,-491.2653905232
1000,Mexico,MEX,2009,-1121.1675585345656
1001,Mexico,MEX,2010,-283.0841265316558
1002,Mexico,MEX,2011,-3408.016132276505
1003,Mexico,MEX,2012,928.935309290624
1004,Mexico,MEX,2013,3949.9173177480698
1005,Moldova,MDA,2005,646.6952796604527
1006,Moldova,MDA,2006,607.2323356011673
1007,Moldova,MDA,2007,178.00955198215985
1008,Moldova,MDA,2008,364.50319735294266
1009,Moldova,MDA,2009,147.2683913295758
1010,Moldova,MDA,2010,112.12779409275868
1011,Moldova,MDA,2011,106.08652958000413
1012,Moldova,MDA,2012,108.97779885591686
1013,Moldova,MDA,2013,118.96304414612884
1014,Mongolia,MNG,2005,76.5506284738514
1015,Mongolia,MNG,2006,77.88629574658017
1016,Mongolia,MNG,2007,178.2860699959157
1017,Mongolia,MNG,2008,62.99612367911949
1018,Mongolia,MNG,2009,61.98738894096207
1019,Mongolia,MNG,2010,139.88717031407367
1020,Mongolia,MNG,2011,99.15021193694442
1021,Mongolia,MNG,2012,123.71529071924682
1022,Mongolia,MNG,2013,110.26976973657482
1023,Montenegro,MNE,2006,100.20570106773036
1024,Montenegro,MNE,2007,78.82105599032798
1025,Montenegro,MNE,2008,104.2287050858626
1026,Montenegro,MNE,2009,110.29524923113314
1027,Montenegro,MNE,2010,96.42959816676482
1028,Montenegro,MNE,2011,94.59949033542529
1029,Montenegro,MNE,2012,142.5770787225437
1030,Montenegro,MNE,2013,114.94978946436252
1031,Morocco,MAR,2005,6551.8498182313815
1032,Morocco,MAR,2006,4799.29987045828
1033,Morocco,MAR,2007,3585.156303583968
1034,Morocco,MAR,2008,4359.275394052551
1035,Morocco,MAR,2009,6331.763977795204
1036,Morocco,MAR,2010,5539.263077617813
1037,Morocco,MAR,2011,6899.259963474086
1038,Morocco,MAR,2012,9952.79840556
1039,Morocco,MAR,2013,6288.231076071076
1040,Mozambique,MOZ,2005,-3101.075151724348
1041,Mozambique,MOZ,2006,-8022.256152969043
1042,Mozambique,MOZ,2007,-10125.831006196997
1043,Mozambique,MOZ,2008,-6663.221232488198
1044,Mozambique,MOZ,2009,-6621.6589512254
1045,Mozambique,MOZ,2010,-8414.67945208869
1046,Mozambique,MOZ,2011,-2676.9317605080287
1047,Mozambique,MOZ,2012,-3046.484598536379
1048,Mozambique,MOZ,2013,-6069.514198847144
1049,Myanmar,MMR,2005,-7651.729334582807
1050,Myanmar,MMR,2006,-6331.074272087353
1051,Myanmar,MMR,2007,-6100.220378845101
1052,Myanmar,MMR,2008,-9525.232951206212
1053,Myanmar,MMR,2009,-12479.07497293684
1054,Myanmar,MMR,2010,-6434.695243293958
1055,Myanmar,MMR,2011,-5367.9069266322185
1056,Myanmar,MMR,2012,-3099.5416445691444
1057,Myanmar,MMR,2013,-1281.005294057024
1058,Namibia,NAM,2005,737.8984923938493
1059,Namibia,NAM,2006,1000.2492438445196
1060,Namibia,NAM,2007,3255.0708019880285
1061,Namibia,NAM,2008,3308.8304290591764
1062,Namibia,NAM,2009,186.39708242120616
1063,Namibia,NAM,2010,670.9058101363075
1064,Namibia,NAM,2011,541.997829102642
1065,Namibia,NAM,2012,1134.7316195295657
1066,Namibia,NAM,2013,1404.0871788097334
1067,Nepal,NPL,2005,38.63755420100961
1068,Nepal,NPL,2006,86.75801548938944
1069,Nepal,NPL,2007,65.61570020332465
1070,Nepal,NPL,2008,77.43806194543686
1071,Nepal,NPL,2009,1362.4860397720322
1072,Nepal,NPL,2010,2180.1760544231715
1073,Nepal,NPL,2011,1440.8616940662753
1074,Nepal,NPL,2012,1120.9156704545314
1075,Nepal,NPL,2013,2058.842956946194
1076,Netherlands,NLD,2005,34399.1267707507
1077,Netherlands,NLD,2006,27222.14733409758
1078,Netherlands,NLD,2007,19295.6887512866
1079,Netherlands,NLD,2008,21954.88259337937
1080,Netherlands,NLD,2009,26094.20068478459
1081,Netherlands,NLD,2010,18855.75788378905
1082,Netherlands,NLD,2011,18540.445040062543
1083,Netherlands,NLD,2012,25951.385562038056
1084,Netherlands,NLD,2013,22079.52726185107
1085,New Caledonia,NCL,2005,68.25300613684833
1086,New Caledonia,NCL,2006,78.97374952428805
1087,New Caledonia,NCL,2007,78.93179315713486
1088,New Caledonia,NCL,2008,63.15921073949019
1089,New Caledonia,NCL,2009,64.10494214460958
1090,New Caledonia,NCL,2010,90.97541003101556
1091,New Caledonia,NCL,2011,84.58445550268733
1092,New Caledonia,NCL,2012,87.79401490830975
1093,New Caledonia,NCL,2013,92.33028359097165
1094,New Zealand,NZL,2005,1522.231727728143
1095,New Zealand,NZL,2006,1391.0570684518043
1096,New Zealand,NZL,2007,2527.442264686093
1097,New Zealand,NZL,2008,4917.407068188195
1098,New Zealand,NZL,2009,3080.6332475520944
1099,New Zealand,NZL,2010,5068.468942200367
1100,New Zealand,NZL,2011,3361.04898203925
1101,New Zealand,NZL,2012,3659.037238804613
1102,New Zealand,NZL,2013,3791.294155088425
1103,Nicaragua,NIC,2005,-12337.904269418272
1104,Nicaragua,NIC,2006,-11934.0059351932
1105,Nicaragua,NIC,2007,-14598.43921156556
1106,Nicaragua,NIC,2008,-18563.129354719324
1107,Nicaragua,NIC,2009,-24111.357271669985
1108,Nicaragua,NIC,2010,-25606.16639996421
1109,Nicaragua,NIC,2011,-30841.84530418338
1110,Nicaragua,NIC,2012,-28525.2121489682
1111,Nicaragua,NIC,2013,-13219.647293468546
1112,Niger,NER,2005,744.7103677451486
1113,Niger,NER,2006,609.3071995132979
1114,Niger,NER,2007,420.1520882256367
1115,Niger,NER,2008,508.5668078866172
1116,Niger,NER,2009,148.6518824726785
1117,Niger,NER,2010,492.0472156374626
1118,Niger,NER,2011,510.1418573371508
1119,Niger,NER,2012,514.2119460147386
1120,Niger,NER,2013,454.2573340264477
1121,Nigeria,NGA,2005,1016.9237357331696
1122,Nigeria,NGA,2006,3093.616388612969
1123,Nigeria,NGA,2007,2161.39148437632
1124,Nigeria,NGA,2008,1241.6939598118042
1125,Nigeria,NGA,2009,4327.260000215381
1126,Nigeria,NGA,2010,5433.121827302515
1127,Nigeria,NGA,2011,7601.17424029587
1128,Nigeria,NGA,2012,5528.315639296998
1129,Nigeria,NGA,2013,5442.472323083217
1130,North Korea,PRK,2005,691.3024291511869
1131,North Korea,PRK,2006,667.5192132155695
1132,North Korea,PRK,2007,507.3824044226811
1133,North Korea,PRK,2008,300.737274275116
1134,North Korea,PRK,2009,327.52069963028856
1135,North Korea,PRK,2010,155.57165483282674
1136,North Korea,PRK,2011,209.01816393326757
1137,North Korea,PRK,2012,346.6494216235851
1138,North Korea,PRK,2013,616.4014084041523
1139,Norway,NOR,2005,3268.991711278033
1140,Norway,NOR,2006,2860.1125861814926
1141,Norway,NOR,2007,2518.972795886481
1142,Norway,NOR,2008,2690.9061635574094
1143,Norway,NOR,2009,1940.2641415869296
1144,Norway,NOR,2010,1531.4913613680926
1145,Norway,NOR,2011,1553.747570977389
1146,Norway,NOR,2012,1419.10647990637
1147,Norway,NOR,2013,1239.8091049767368
1148,Oman,OMN,2005,838.8008980185939
1149,Oman,OMN,2006,1659.6581925775267
1150,Oman,OMN,2007,1097.0807720114046
1151,Oman,OMN,2008,1124.5137087938378
1152,Oman,OMN,2009,1380.7230146657796
1153,Oman,OMN,2010,2389.719017644555
1154,Oman,OMN,2011,2306.3734635827404
1155,Oman,OMN,2012,3150.162793085076
1156,Oman,OMN,2013,3190.9810863575944
1157,Pakistan,PAK,2005,12287.828557909466
1158,Pakistan,PAK,2006,15841.505366987369
1159,Pakistan,PAK,2007,17172.4067262687
1160,Pakistan,PAK,2008,18923.058386787296
1161,Pakistan,PAK,2009,15912.58422707216
1162,Pakistan,PAK,2010,14107.508236355876
1163,Pakistan,PAK,2011,16080.68875453418
1164,Pakistan,PAK,2012,18814.09446391411
1165,Pakistan,PAK,2013,17808.370404649
1166,Palestine,PSE,2005,655.4938960201562
1167,Palestine,PSE,2006,217.69486554728508
1168,Palestine,PSE,2007,158.4401160851661
1169,Palestine,PSE,2008,75.96589069129281
1170,Palestine,PSE,2009,96.52091442478736
1171,Palestine,PSE,2010,38.76422836645286
1172,Palestine,PSE,2011,37.852437179094615
1173,Palestine,PSE,2012,35.47985838048222
1174,Palestine,PSE,2013,37.8503062719125
1175,Panama,PAN,2005,-836.9710974586783
1176,Panama,PAN,2006,-1066.030630291898
1177,Panama,PAN,2007,-1151.2421782522952
1178,Panama,PAN,2008,-618.6978647383248
1179,Panama,PAN,2009,-262.7331583555388
1180,Panama,PAN,2010,-559.6348420160621
1181,Panama,PAN,2011,-192.51635193226684
1182,Panama,PAN,2012,599.4845123630566
1183,Panama,PAN,2013,318.04654994321754
1184,Papua New Guinea,PNG,2005,-6992.878281667996
1185,Papua New Guinea,PNG,2006,-9548.469593254433
1186,Papua New Guinea,PNG,2007,-13293.34915317516
1187,Papua New Guinea,PNG,2008,-14169.961632268398
1188,Papua New Guinea,PNG,2009,-15376.412456595095
1189,Papua New Guinea,PNG,2010,-13855.3932555148
1190,Papua New Guinea,PNG,2011,-9968.745044178013
1191,Papua New Guinea,PNG,2012,-5767.417306538682
1192,Papua New Guinea,PNG,2013,-4047.8644761982905
1193,Paraguay,PRY,2005,-86404.1659877846
1194,Paraguay,PRY,2006,-106932.9628417108
1195,Paraguay,PRY,2007,-139243.61695893877
1196,Paraguay,PRY,2008,-165021.32155504572
1197,Paraguay,PRY,2009,-172543.81588005772
1198,Paraguay,PRY,2010,-119646.4354335632
1199,Paraguay,PRY,2011,-111469.84414295093
1200,Paraguay,PRY,2012,-145209.9566556187
1201,Paraguay,PRY,2013,-120389.65716895265
1202,Peru,PER,2005,1157.5407453332446
1203,Peru,PER,2006,2338.0954421761708
1204,Peru,PER,2007,1227.3163711187372
1205,Peru,PER,2008,2596.0901335828967
1206,Peru,PER,2009,2507.9063732778886
1207,Peru,PER,2010,-865.9534095410054
1208,Peru,PER,2011,1886.700685419812
