,Entity,Code,Year,Net_traded_Deforestation
1209,Peru,PER,2012,6130.039480232255
1210,Peru,PER,2013,612.4577730893798
1211,Philippines,PHL,2005,6938.982126775816
1212,Philippines,PHL,2006,7395.51805228275
1213,Philippines,PHL,2007,7124.13182168793
1214,Philippines,PHL,2008,5493.768451660282
1215,Philippines,PHL,2009,6840.373401463839
1216,Philippines,PHL,2010,2833.7584264923207
1217,Philippines,PHL,2011,2484.040228991704
1218,Philippines,PHL,2012,2206.568583984932
1219,Philippines,PHL,2013,789.8518596769209
1220,Poland,POL,2005,10473.067743287442
1221,Poland,POL,2006,10553.955688994954
1222,Poland,POL,2007,9174.903133414497
1223,Poland,POL,2008,9128.992354249282
1224,Poland,POL,2009,11253.247523804424
1225,Poland,POL,2010,9090.22641790321
1226,Poland,POL,2011,10269.117145891114
1227,Poland,POL,2012,12131.009822286083
1228,Poland,POL,2013,10793.920392531563
1229,Portugal,PRT,2005,6313.1875836107865
1230,Portugal,PRT,2006,7253.2218779007235
1231,Portugal,PRT,2007,8281.845672246727
1232,Portugal,PRT,2008,5453.028234345955
1233,Portugal,PRT,2009,4773.560477299172
1234,Portugal,PRT,2010,7623.535567677176
1235,Portugal,PRT,2011,7128.359931103689
1236,Portugal,PRT,2012,5909.140635331249
1237,Portugal,PRT,2013,4681.711450604591
1238,Qatar,QAT,2005,765.4138082428838
1239,Qatar,QAT,2006,978.4128924120376
1240,Qatar,QAT,2007,886.392831137401
1241,Qatar,QAT,2008,1361.3834266334948
1242,Qatar,QAT,2009,519.0165411232157
1243,Qatar,QAT,2010,1143.6177514569574
1244,Qatar,QAT,2011,538.2403215298256
1245,Qatar,QAT,2012,675.0361164465363
1246,Qatar,QAT,2013,1050.6724428855766
1247,Reunion,REU,2005,0.0
1248,Reunion,REU,2006,0.0
1249,Reunion,REU,2007,0.0
1250,Reunion,REU,2008,0.0
1251,Reunion,REU,2009,0.0
1252,Reunion,REU,2010,0.0
1253,Reunion,REU,2011,0.0
1254,Reunion,REU,2012,0.0
1255,Reunion,REU,2013,0.0
1256,Romania,ROU,2005,5864.771515867288
1257,Romania,ROU,2006,8030.101299564429
1258,Romania,ROU,2007,2823.99081983484
1259,Romania,ROU,2008,2975.8665675093075
1260,Romania,ROU,2009,2937.429052139809
1261,Romania,ROU,2010,2757.092807509313
1262,Romania,ROU,2011,2893.0275004912883
1263,Romania,ROU,2012,2873.445029566544
1264,Romania,ROU,2013,2909.674530287548
1265,Russia,RUS,2005,97383.82675177776
1266,Russia,RUS,2006,95360.07720625716
1267,Russia,RUS,2007,116063.99100206063
1268,Russia,RUS,2008,115364.81464070913
1269,Russia,RUS,2009,87873.89516093403
1270,Russia,RUS,2010,78568.29697270789
1271,Russia,RUS,2011,67437.70583557265
1272,Russia,RUS,2012,76372.97601748325
1273,Russia,RUS,2013,72298.53333603268
1274,Rwanda,RWA,2005,176.81910651788598
1275,Rwanda,RWA,2006,305.14341012388127
1276,Rwanda,RWA,2007,423.7630109283691
1277,Rwanda,RWA,2008,441.185970022372
1278,Rwanda,RWA,2009,1070.1230810113054
1279,Rwanda,RWA,2010,916.8813234614358
1280,Rwanda,RWA,2011,1033.7246100520786
1281,Rwanda,RWA,2012,1005.5847232793768
1282,Rwanda,RWA,2013,514.2048020749105
1283,Saint Lucia,LCA,2005,76.03458322110586
1284,Saint Lucia,LCA,2006,54.16657139591516
1285,Saint Lucia,LCA,2007,31.341034317714
1286,Saint Lucia,LCA,2008,21.289901488510942
1287,Saint Lucia,LCA,2009,28.163859868921826
1288,Saint Lucia,LCA,2010,34.361159583536335
1289,Saint Lucia,LCA,2011,21.44000330983729
1290,Saint Lucia,LCA,2012,29.490578450202648
1291,Saint Lucia,LCA,2013,26.722255411629003
1292,Saint Vincent and the Grenadines,VCT,2005,0.907584123815621
1293,Saint Vincent and the Grenadines,VCT,2006,2.8570137259469117
1294,Saint Vincent and the Grenadines,VCT,2007,2.7050457659005818
1295,Saint Vincent and the Grenadines,VCT,2008,7.651238573140064
1296,Saint Vincent and the Grenadines,VCT,2009,2.66802575574561
1297,Saint Vincent and the Grenadines,VCT,2010,5.317850337715159
1298,Saint Vincent and the Grenadines,VCT,2011,0.9841174460796868
1299,Saint Vincent and the Grenadines,VCT,2012,0.822893512682775
1300,Saint Vincent and the Grenadines,VCT,2013,0.7390188648998898
1301,Samoa,WSM,2005,31.15932347836361
1302,Samoa,WSM,2006,44.46708115081008
1303,Samoa,WSM,2007,55.501766170018
1304,Samoa,WSM,2008,66.01252079451947
1305,Samoa,WSM,2009,64.35313347070249
1306,Samoa,WSM,2010,68.98973004540834
1307,Samoa,WSM,2011,48.97216627558592
1308,Samoa,WSM,2012,134.0550621947686
1309,Samoa,WSM,2013,82.22559313062003
1310,Sao Tome and Principe,STP,2005,0.0624794914820983
1311,Sao Tome and Principe,STP,2006,0.25545638582088
1312,Sao Tome and Principe,STP,2007,0.3903802741232599
1313,Sao Tome and Principe,STP,2008,2.82835816880784
1314,Sao Tome and Principe,STP,2009,0.26112144529785
1315,Sao Tome and Principe,STP,2010,0.3042035239696799
1316,Sao Tome and Principe,STP,2011,0.29676184768732
1317,Sao Tome and Principe,STP,2012,0.426819273095823
1318,Sao Tome and Principe,STP,2013,0.481548305675518
1319,Saudi Arabia,SAU,2005,15754.187671831174
1320,Saudi Arabia,SAU,2006,17243.53194674547
1321,Saudi Arabia,SAU,2007,16386.579669160827
1322,Saudi Arabia,SAU,2008,14349.520722371171
1323,Saudi Arabia,SAU,2009,16793.645014751222
1324,Saudi Arabia,SAU,2010,17973.12028605069
1325,Saudi Arabia,SAU,2011,20077.278729711263
1326,Saudi Arabia,SAU,2012,28389.527422581887
1327,Saudi Arabia,SAU,2013,24167.08305661236
1328,Senegal,SEN,2005,2254.264489961218
1329,Senegal,SEN,2006,2191.124173037665
1330,Senegal,SEN,2007,1989.6301544522144
1331,Senegal,SEN,2008,2046.098910699028
1332,Senegal,SEN,2009,2094.9849286618432
1333,Senegal,SEN,2010,1711.9619164526816
1334,Senegal,SEN,2011,1712.936427378807
1335,Senegal,SEN,2012,1993.028525913708
1336,Senegal,SEN,2013,1228.4202438469313
1337,Serbia,SRB,2006,1272.7979746681526
1338,Serbia,SRB,2007,612.9686267899725
1339,Serbia,SRB,2008,647.755813502612
1340,Serbia,SRB,2009,637.3385222326608
1341,Serbia,SRB,2010,550.2938760792364
1342,Serbia,SRB,2011,560.6263213217773
1343,Serbia,SRB,2012,757.2033699628038
1344,Serbia,SRB,2013,844.1549307887664
1345,Seychelles,SYC,2005,43.27100701397254
1346,Seychelles,SYC,2006,72.16551869984474
1347,Seychelles,SYC,2007,210.29806723926063
1348,Seychelles,SYC,2008,108.21181117139928
1349,Seychelles,SYC,2009,83.910254446642
1350,Seychelles,SYC,2010,65.0767821396496
1351,Seychelles,SYC,2011,65.78694195480448
1352,Seychelles,SYC,2012,39.51036899137391
1353,Seychelles,SYC,2013,62.13320352276356
1354,Sierra Leone,SLE,2005,69.01461922401177
1355,Sierra Leone,SLE,2006,94.27444256240142
1356,Sierra Leone,SLE,2007,45.24410781908546
1357,Sierra Leone,SLE,2008,46.94843820495953
1358,Sierra Leone,SLE,2009,-203.81327583775052
1359,Sierra Leone,SLE,2010,-150.21835966348408
1360,Sierra Leone,SLE,2011,-234.12741881073453
1361,Sierra Leone,SLE,2012,-211.0670308163808
1362,Sierra Leone,SLE,2013,10.621650348792173
1363,Singapore,SGP,2005,5581.153781832036
1364,Singapore,SGP,2006,6103.890654562259
1365,Singapore,SGP,2007,5365.824190670586
1366,Singapore,SGP,2008,5185.671380147587
1367,Singapore,SGP,2009,5650.090042569794
1368,Singapore,SGP,2010,5771.761192039866
1369,Singapore,SGP,2011,13062.442691419055
1370,Singapore,SGP,2012,17529.597065873826
1371,Singapore,SGP,2013,11014.489397786492
1372,Slovakia,SVK,2005,2291.17811960605
1373,Slovakia,SVK,2006,1351.479788987726
1374,Slovakia,SVK,2007,1984.6941956718383
1375,Slovakia,SVK,2008,1528.4696365991597
1376,Slovakia,SVK,2009,1421.826233688594
1377,Slovakia,SVK,2010,1702.1320784112895
1378,Slovakia,SVK,2011,1197.9988528765632
1379,Slovakia,SVK,2012,2558.400829977143
1380,Slovakia,SVK,2013,2321.7826461544387
1381,Slovenia,SVN,2005,1437.0588185702495
1382,Slovenia,SVN,2006,2667.6966904522674
1383,Slovenia,SVN,2007,1878.484363941291
1384,Slovenia,SVN,2008,1907.497467180308
1385,Slovenia,SVN,2009,2119.631737643546
1386,Slovenia,SVN,2010,1774.6737359630658
1387,Slovenia,SVN,2011,1974.695709366349
1388,Slovenia,SVN,2012,2369.077774936288
1389,Slovenia,SVN,2013,1254.484484766073
1390,Solomon Islands,SLB,2005,0.714697337117022
1391,Solomon Islands,SLB,2006,0.4260032066026301
1392,Solomon Islands,SLB,2007,1.16685738355019
1393,Solomon Islands,SLB,2008,0.5566629162432202
1394,Solomon Islands,SLB,2009,0.8551389073082502
1395,Solomon Islands,SLB,2010,0.0
1396,Solomon Islands,SLB,2011,0.05708450711095
1397,Solomon Islands,SLB,2012,0.0
1398,Solomon Islands,SLB,2013,0.0
1399,Somalia,SOM,2005,524.3616882051858
1400,Somalia,SOM,2006,266.46791783785824
1401,Somalia,SOM,2007,272.5448881937424
1402,Somalia,SOM,2008,461.236007482752
1403,Somalia,SOM,2009,552.923850946014
1404,Somalia,SOM,2010,517.8057531022719
1405,Somalia,SOM,2011,287.7587220489048
1406,Somalia,SOM,2012,300.0654519604569
1407,Somalia,SOM,2013,499.9572643562258
1408,South Africa,ZAF,2005,11816.606809694524
1409,South Africa,ZAF,2006,13714.51590914742
1410,South Africa,ZAF,2007,20053.444349531608
1411,South Africa,ZAF,2008,11827.530615306736
1412,South Africa,ZAF,2009,14481.15930969701
1413,South Africa,ZAF,2010,14567.317472231967
1414,South Africa,ZAF,2011,15192.243734089056
1415,South Africa,ZAF,2012,17497.363980331633
1416,South Africa,ZAF,2013,12726.35736225501
1417,South Korea,KOR,2005,25909.183367844875
1418,South Korea,KOR,2006,24398.53753162641
1419,South Korea,KOR,2007,23710.311410790764
1420,South Korea,KOR,2008,20995.02438505717
1421,South Korea,KOR,2009,23397.470675357832
1422,South Korea,KOR,2010,26943.643560197484
1423,South Korea,KOR,2011,29543.74633971156
1424,South Korea,KOR,2012,37902.58039969637
1425,South Korea,KOR,2013,40224.71328877312
1426,Spain,ESP,2005,31181.35621153871
1427,Spain,ESP,2006,29325.269606875
1428,Spain,ESP,2007,25154.72822409508
1429,Spain,ESP,2008,19293.137214623275
1430,Spain,ESP,2009,13997.926599940962
1431,Spain,ESP,2010,12423.833337622937
1432,Spain,ESP,2011,13826.485599620442
1433,Spain,ESP,2012,19618.51724604096
1434,Spain,ESP,2013,20001.46088458985
1435,Sri Lanka,LKA,2005,1984.2553035944425
1436,Sri Lanka,LKA,2006,6608.225289575294
1437,Sri Lanka,LKA,2007,3978.9122764717495
1438,Sri Lanka,LKA,2008,1267.2611700076031
1439,Sri Lanka,LKA,2009,972.91987617413
1440,Sri Lanka,LKA,2010,1124.502428683454
1441,Sri Lanka,LKA,2011,1534.5662454753765
1442,Sri Lanka,LKA,2012,848.161590843758
1443,Sri Lanka,LKA,2013,1244.1049917341788
1444,Sudan,SDN,2005,815.4210894311841
1445,Sudan,SDN,2006,1058.1189628258653
1446,Sudan,SDN,2007,1533.014398861234
1447,Sudan,SDN,2008,1086.2299154118718
1448,Sudan,SDN,2009,1526.4914399047586
1449,Sudan,SDN,2010,1913.3867047466151
1450,Sudan,SDN,2011,1430.3378917594048
1451,Suriname,SUR,2005,115.9864803123081
1452,Suriname,SUR,2006,123.02830852182176
1453,Suriname,SUR,2007,47.07043250157494
1454,Suriname,SUR,2008,-70.22890207839487
1455,Suriname,SUR,2009,-141.75282094613135
1456,Suriname,SUR,2010,-452.60769429243055
1457,Suriname,SUR,2011,-346.1053788621289
1458,Suriname,SUR,2012,-398.0796892414824
1459,Suriname,SUR,2013,-360.2211658066997
1460,Sweden,SWE,2005,5871.349949343651
1461,Sweden,SWE,2006,5429.303315089049
1462,Sweden,SWE,2007,5164.920931122998
1463,Sweden,SWE,2008,4628.141014982086
1464,Sweden,SWE,2009,4852.419807211831
1465,Sweden,SWE,2010,4140.612411936698
1466,Sweden,SWE,2011,4393.097604557913
1467,Sweden,SWE,2012,4314.559855741674
1468,Sweden,SWE,2013,3733.7887135173646
1469,Switzerland,CHE,2005,3935.277157296057
1470,Switzerland,CHE,2006,4696.528989983445
1471,Switzerland,CHE,2007,3417.249623294634
1472,Switzerland,CHE,2008,4010.339334630877
1473,Switzerland,CHE,2009,5320.452373303505
1474,Switzerland,CHE,2010,3037.340933166646
1475,Switzerland,CHE,2011,3605.7770671625312
1476,Switzerland,CHE,2012,3376.092229372378
1477,Switzerland,CHE,2013,4301.132756638735
1478,Syria,SYR,2005,3182.310894647096
1479,Syria,SYR,2006,2102.1382009233607
1480,Syria,SYR,2007,2432.523234888873
1481,Syria,SYR,2008,2395.1855355622984
1482,Syria,SYR,2009,5467.586183955836
1483,Syria,SYR,2010,3491.169578519997
1484,Syria,SYR,2011,4103.215303378112
1485,Syria,SYR,2012,2095.932587183178
1486,Syria,SYR,2013,1063.0851907525696
1487,Taiwan,TWN,2005,7238.779334400553
1488,Taiwan,TWN,2006,6473.341297997468
1489,Taiwan,TWN,2007,3829.931264837589
1490,Taiwan,TWN,2008,4373.389054466928
1491,Taiwan,TWN,2009,7306.086303692723
1492,Taiwan,TWN,2010,8370.734106422378
1493,Taiwan,TWN,2011,8243.74666056875
1494,Taiwan,TWN,2012,12868.223758684017
1495,Taiwan,TWN,2013,13042.675089979024
1496,Tajikistan,TJK,2005,124.23564378870556
1497,Tajikistan,TJK,2006,78.7997598427767
1498,Tajikistan,TJK,2007,111.83489989558362
1499,Tajikistan,TJK,2008,132.6428592425205
1500,Tajikistan,TJK,2009,92.51576870417466
1501,Tajikistan,TJK,2010,110.45092562937812
1502,Tajikistan,TJK,2011,103.00424710244216
1503,Tajikistan,TJK,2012,104.33288132203889
1504,Tajikistan,TJK,2013,102.27871508947536
1505,Tanzania,TZA,2005,-6028.048056935106
1506,Tanzania,TZA,2006,-6078.42027772154
1507,Tanzania,TZA,2007,-8824.963934231273
1508,Tanzania,TZA,2008,-10674.700148376069
1509,Tanzania,TZA,2009,-16597.681477244478
1510,Tanzania,TZA,2010,-11577.839522293883
1511,Tanzania,TZA,2011,-8665.351027299388
1512,Tanzania,TZA,2012,-10319.703471996268
1513,Tanzania,TZA,2013,-8775.253480564657
1514,Thailand,THA,2005,4431.937768672011
1515,Thailand,THA,2006,1180.0860515793756
1516,Thailand,THA,2007,-13359.097116794072
1517,Thailand,THA,2008,-11302.607681162626
1518,Thailand,THA,2009,-16650.965575948314
1519,Thailand,THA,2010,-27301.989984007872
1520,Thailand,THA,2011,-38037.64866887033
1521,Thailand,THA,2012,-35663.398360432766
1522,Thailand,THA,2013,-44734.72953877921
1523,Timor,TLS,2005,24.85617715447438
1524,Timor,TLS,2006,-6.325990387299612
1525,Timor,TLS,2007,14.92877291495472
1526,Timor,TLS,2008,36.53350043474149
1527,Timor,TLS,2009,129.54322724712696
1528,Timor,TLS,2010,141.3677042684418
1529,Timor,TLS,2011,217.50527257526352
1530,Timor,TLS,2012,189.96233640371892
1531,Timor,TLS,2013,216.4502594862182
1532,Togo,TGO,2005,-316.0927417967323
1533,Togo,TGO,2006,349.6614165297178
1534,Togo,TGO,2007,-399.2993462163363
1535,Togo,TGO,2008,-311.7774133113276
1536,Togo,TGO,2009,-576.923817502538
1537,Togo,TGO,2010,-899.3622051832663
1538,Togo,TGO,2011,-711.9087896479828
1539,Togo,TGO,2012,-500.1706863049944
1540,Togo,TGO,2013,-449.20332515534574
1541,Tonga,TON,2005,2.388688396540012
1542,Tonga,TON,2006,2.860101434667684
1543,Tonga,TON,2007,1.8953546888971409
1544,Tonga,TON,2008,1.2592056230814126
1545,Tonga,TON,2009,1.0437630495633496
1546,Tonga,TON,2010,5.21685262240699
1547,Tonga,TON,2011,3.275308062321403
1548,Tonga,TON,2012,2.8186935981730907
1549,Tonga,TON,2013,0.8715739449727978
1550,Trinidad and Tobago,TTO,2005,776.9253754402399
1551,Trinidad and Tobago,TTO,2006,639.5761535121921
1552,Trinidad and Tobago,TTO,2007,573.9430170150613
1553,Trinidad and Tobago,TTO,2008,469.5023570192185
1554,Trinidad and Tobago,TTO,2009,599.4565832764703
1555,Trinidad and Tobago,TTO,2010,501.8200949454748
1556,Trinidad and Tobago,TTO,2011,512.5182566376809
1557,Trinidad and Tobago,TTO,2012,610.7400749709066
1558,Trinidad and Tobago,TTO,2013,506.7020177872707
1559,Tunisia,TUN,2005,2267.916263870242
1560,Tunisia,TUN,2006,2478.7017462244085
1561,Tunisia,TUN,2007,3007.578764648196
1562,Tunisia,TUN,2008,3687.1788398062754
1563,Tunisia,TUN,2009,3213.5110491532246
1564,Tunisia,TUN,2010,2429.209834570426
1565,Tunisia,TUN,2011,3842.4729722119223
1566,Tunisia,TUN,2012,6020.732909746264
1567,Tunisia,TUN,2013,4351.528693220928
1568,Turkey,TUR,2005,10123.806698002714
1569,Turkey,TUR,2006,11515.3274479151
1570,Turkey,TUR,2007,11151.627526967826
1571,Turkey,TUR,2008,11854.771106619057
1572,Turkey,TUR,2009,11528.105630939472
1573,Turkey,TUR,2010,18491.874667149823
1574,Turkey,TUR,2011,20900.618548420225
1575,Turkey,TUR,2012,21311.34245451649
1576,Turkey,TUR,2013,18569.64497025681
1577,Turkmenistan,TKM,2005,123.56486098457069
1578,Turkmenistan,TKM,2006,40.29654035953374
1579,Turkmenistan,TKM,2007,49.49989321827364
1580,Turkmenistan,TKM,2008,105.82312593538924
1581,Turkmenistan,TKM,2009,144.3795525709786
1582,Turkmenistan,TKM,2010,232.78745540146707
1583,Turkmenistan,TKM,2011,123.68341909060663
1584,Turkmenistan,TKM,2012,261.59943699307
1585,Turkmenistan,TKM,2013,186.98935070295695
1586,Uganda,UGA,2005,-670.355573334673
1587,Uganda,UGA,2006,-1859.160499639689
1588,Uganda,UGA,2007,-4766.781635791831
1589,Uganda,UGA,2008,-4278.235179658001
1590,Uganda,UGA,2009,-4425.983594798894
1591,Uganda,UGA,2010,-3719.0140156956368
1592,Uganda,UGA,2011,-3590.9191534701386
1593,Uganda,UGA,2012,-1022.941017532452
1594,Uganda,UGA,2013,-234.46788817693232
1595,Ukraine,UKR,2005,6523.943621221465
1596,Ukraine,UKR,2006,5838.888964068221
1597,Ukraine,UKR,2007,7941.3869901852895
1598,Ukraine,UKR,2008,6776.842920858077
1599,Ukraine,UKR,2009,4572.923242175622
1600,Ukraine,UKR,2010,2391.181740036001
1601,Ukraine,UKR,2011,3724.7814388024185
1602,Ukraine,UKR,2012,3514.213798633061
1603,Ukraine,UKR,2013,3794.281389552726
1604,United Arab Emirates,ARE,2005,3914.8043679189454
1605,United Arab Emirates,ARE,2006,7914.171746430024
1606,United Arab Emirates,ARE,2007,6826.288924110867
1607,United Arab Emirates,ARE,2008,8978.71982052529
1608,United Arab Emirates,ARE,2009,8615.767845374568
1609,United Arab Emirates,ARE,2010,4474.013172917669
1610,United Arab Emirates,ARE,2011,11249.924788684431
1611,United Arab Emirates,ARE,2012,14680.835581828433
1612,United Arab Emirates,ARE,2013,13125.008500675278
1613,United Kingdom,GBR,2005,50738.05667993748
1614,United Kingdom,GBR,2006,48670.7622337891
1615,United Kingdom,GBR,2007,43308.83609412721
1616,United Kingdom,GBR,2008,38821.87091732765
1617,United Kingdom,GBR,2009,41744.39412289103
1618,United Kingdom,GBR,2010,33865.76612762504
1619,United Kingdom,GBR,2011,30962.9092795461
1620,United Kingdom,GBR,2012,32897.243465201645
1621,United Kingdom,GBR,2013,26483.34578616505
1622,United States,USA,2005,63726.35246904788
1623,United States,USA,2006,65722.10780414847
1624,United States,USA,2007,66465.76131288364
1625,United States,USA,2008,66102.18821302033
1626,United States,USA,2009,65954.19083403317
1627,United States,USA,2010,63677.09744516806
1628,United States,USA,2011,65309.10695541844
1629,United States,USA,2012,60038.02658708079
1630,United States,USA,2013,68427.87244270777
1631,Uruguay,URY,2005,4227.919455930134
1632,Uruguay,URY,2006,-409.470547636447
1633,Uruguay,URY,2007,-6465.629634203428
1634,Uruguay,URY,2008,-1874.6186149303248
1635,Uruguay,URY,2009,-8641.977743055773
1636,Uruguay,URY,2010,-9771.289652284931
1637,Uruguay,URY,2011,-10118.298392004148
1638,Uruguay,URY,2012,-9808.482102711814
1639,Uruguay,URY,2013,-10691.894333059256
1640,Uzbekistan,UZB,2005,236.1447186724428
1641,Uzbekistan,UZB,2006,137.36903511035402
1642,Uzbekistan,UZB,2007,139.2248715682936
1643,Uzbekistan,UZB,2008,163.41135834747658
1644,Uzbekistan,UZB,2009,161.72922877690158
1645,Uzbekistan,UZB,2010,305.68126176955747
1646,Uzbekistan,UZB,2011,229.4760487035544
1647,Uzbekistan,UZB,2012,258.0908695078758
1648,Uzbekistan,UZB,2013,315.64348792686764
1649,Vanuatu,VUT,2005,3.71780305112702
1650,Vanuatu,VUT,2006,3.998095509561344
1651,Vanuatu,VUT,2007,1.913328283677341
1652,Vanuatu,VUT,2008,1.529316988027333
1653,Vanuatu,VUT,2009,2.55409718867519
1654,Vanuatu,VUT,2010,1.8505115443122888
1655,Vanuatu,VUT,2011,2.9530471120926096
1656,Vanuatu,VUT,2012,1.895547735645969
1657,Vanuatu,VUT,2013,1.7636518050641463
1658,Venezuela,VEN,2005,10335.258519756462
1659,Venezuela,VEN,2006,17788.764441705098
1660,Venezuela,VEN,2007,35270.06585076981
1661,Venezuela,VEN,2008,51928.46428603101
1662,Venezuela,VEN,2009,38207.56201594787
1663,Venezuela,VEN,2010,15927.058061435891
1664,Venezuela,VEN,2011,17837.74604469024
1665,Venezuela,VEN,2012,25228.380902134835
1666,Venezuela,VEN,2013,25363.370840538395
1667,Vietnam,VNM,2005,-6602.570897540099
1668,Vietnam,VNM,2006,-3017.6901667026686
1669,Vietnam,VNM,2007,-3357.070327550682
1670,Vietnam,VNM,2008,2049.0230268973537
1671,Vietnam,VNM,2009,4424.768606873258
1672,Vietnam,VNM,2010,-27944.630439758068
1673,Vietnam,VNM,2011,-26524.713134528636
1674,Vietnam,VNM,2012,-20864.409307375376
1675,Vietnam,VNM,2013,-17090.304902430624
1676,Yemen,YEM,2005,2341.8208756948493
1677,Yemen,YEM,2006,2131.7235444430403
1678,Yemen,YEM,2007,2778.652358944228
1679,Yemen,YEM,2008,1831.5327291182823
1680,Yemen,YEM,2009,2512.6756615750783
1681,Yemen,YEM,2010,2782.7410440143626
1682,Yemen,YEM,2011,4432.145168552698
1683,Yemen,YEM,2012,4519.655435456382
1684,Yemen,YEM,2013,3257.757588165577
1685,Zambia,ZMB,2005,-9943.682962205785
1686,Zambia,ZMB,2006,-12969.62096897413
1687,Zambia,ZMB,2007,-9214.315524047546
1688,Zambia,ZMB,2008,-5582.227616945289
1689,Zambia,ZMB,2009,-4415.281078699554
1690,Zambia,ZMB,2010,-12119.540377144584
1691,Zambia,ZMB,2011,-19042.77805713752
1692,Zambia,ZMB,2012,-26349.494887712917
1693,Zambia,ZMB,2013,-22138.28729901171
1694,Zimbabwe,ZWE,2005,1409.2671180791567
1695,Zimbabwe,ZWE,2006,5054.018288454285
1696,Zimbabwe,ZWE,2007,659.662926719695
1697,Zimbabwe,ZWE,2008,890.2954552309675
1698,Zimbabwe,ZWE,2009,-676.4667093988774
1699,Zimbabwe,ZWE,2010,3324.3166679698606
1700,Zimbabwe,ZWE,2011,6031.760749884497
1701,Zimbabwe,ZWE,2012,7555.484737057175
1702,Zimbabwe,ZWE,2013,2919.791059286488
